;submission_id;user_id;location_name;submission_timestamp;questions_134999_where_are_you_eating_at_the_moment;questions_135005_who_are_you_with;questions_134999_where_are_you_eating_at_the_moment;questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today;questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded;questions_135022_who_prepared_the_food;level2dish_coded;questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded;questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded;questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
1016;2919;2730449126;South Africa;10/05/2019 21:04;At school / work;"[""Alone""]";At school / work;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Chicken""]";"[""It's what I wanted""]";"[""Nothing""]";Dinner
1017;2921;8035093200;South Africa;23/08/2019 13:44;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Other potatoes/ sweet potatoes""]";"[""Personal dietary requirement""]";"[""Vegetables""]";Dinner
1018;2937;5236845600;South Africa;03/07/2019 07:04;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Chocolate bar""]";"[""Convenient"", ""I like the taste""]";"[""Rice / pasta / grains / pulses"", ""Confectionery""]";Lunch
1019;2964;5049788697;South Africa;23/08/2019 13:40;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""I like the taste""]";"[""Savoury snacks""]";Snack
1020;2968;5038811955;South Africa;14/08/2019 03:15;At school / work;"[""Alone""]";At school / work;;"[""Nothing""]";I ordered take out from a restaurant / cafe;"[""Pork""]";"[""Cheap""]";"[""Savoury pastry / pie""]";Breakfast
1021;2972;8148134320;South Africa;23/08/2019 15:52;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Cake""]";"[""I was hungry""]";"[""Nothing""]";Treat
1022;2974;6457552220;South Africa;26/06/2019 03:21;Cafe / restaurant / bar / hotel;"[""Alone""]";Cafe / restaurant / bar / hotel;;"[""Browsing social media""]";I ordered take out from a restaurant / cafe;"[""Plain rice"", ""Pork""]";"[""I like the taste"", ""Cheap""]";"[""Rice / pasta / grains / pulses""]";Breakfast
1023;2979;4254924376;South Africa;19/07/2019 14:21;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""I like the taste""]";"[""Meat""]";Dinner
1024;3004;2929269910;South Africa;09/01/2019 19:00;Cafe / restaurant / bar / hotel;"[""Alone""]";Cafe / restaurant / bar / hotel;;"[""Watching TV""]";;"[""Broccolli, cabbage, cauliflower"", ""Other vegetable dish""]";"[""It's my favourite""]";Other dishes;Lunch
1025;3005;3099928146;South Africa;25/06/2019 16:00;At my home;"[""Alone""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Meat alternative""]";"[""It's what I wanted""]";"[""Meat""]";Dinner
1026;3008;7506818920;South Africa;26/08/2019 14:35;At my home;"[""My children""]";At my home;Cafe / restaurant;"[""Watching TV""]";It was premade / ready to eat;"[""Cheese pizza""]";"[""It's what I wanted""]";"[""Breads""]";Snack
1027;3015;2787526776;South Africa;31/12/2018 17:42;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Potato crisps""]";"[""It's what I wanted""]";"[""Carbonated soft drink""]";Snack
1028;3019;5349497840;South Africa;20/07/2019 10:49;At school / work;"[""Alone""]";At school / work;;"[""Nothing""]";I prepared it myself from scratch;"[""Biscuits""]";"[""I was hungry"", ""I like the taste""]";"[""Biscuits / cookies""]";Snack
1029;3025;11041288;South Africa;02/06/2019 04:46;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Plain rice"", ""Vegetable curry""]";"[""I had a craving"", ""I like the taste""]";"[""Eggs""]";Lunch
1030;3031;7554500525;South Africa;24/07/2019 05:11;At my home;"[""My spouse/partner""]";At my home;;"[""Other""]";I prepared it myself from scratch;"[""Chicken""]";"[""Kids/ family like it""]";"[""Nothing""]";Lunch
1031;3033;6445687296;South Africa;23/08/2019 14:32;At my home;"[""Alone""]";At my home;;"[""Browsing the internet""]";I prepared it together with friends / family;"[""Seafood""]";"[""It's a healthy choice"", ""Cheap""]";"[""Fish / seafood""]";Dinner
1032;3058;695750310;South Africa;31/12/2018 15:27;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Cereal/ muesli bar""]";"[""It's light / not filling""]";"[""Nothing""]";Breakfast
1033;3064;5214612816;South Africa;19/07/2019 02:14;At school / work;"[""Friends""]";At school / work;;"[""Browsing social media""]";Someone else prepared it;"[""Instant noodles""]";"[""Convenient"", ""Quick""]";"[""Cereals / porridge""]";Breakfast
1034;3065;1194162255;South Africa;24/12/2018 17:35;At my home;"[""Other family members""]";At my home;Cafe / restaurant;"[""Spending time with family"", ""Talking to someone""]";;"[""Meat-based pizza""]";"[""Leftovers / to eat it up before it spoils"", ""I like the taste""]";"[""Nothing""]";Lunch
1035;3066;4626391148;South Africa;01/06/2019 12:20;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Biscuits""]";"[""I wanted a snack""]";"[""Nothing""]";Snack
1036;3075;6165562872;South Africa;01/06/2019 02:59;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";Someone else prepared it;"[""Plain noodles""]";"[""Convenient"", ""Energy boost""]";"[""Rice / pasta / grains / pulses""]";Breakfast
1037;3113;1592474814;South Africa;03/05/2019 13:46;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Other""]";It was premade / ready to eat;"[""Dried fruit""]";"[""Other""]";"[""Nothing""]";Snack
1038;3119;3290440218;South Africa;26/01/2019 15:00;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Tropical and exotic fruit""]";"[""I wanted a snack"", ""It's a healthy choice""]";"[""Fruit""]";Snack
1039;3122;6454851465;South Africa;19/07/2019 07:34;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Egg-based dish"", ""Tofu""]";"[""I like the taste""]";Other dishes;Lunch
1040;3133;6014485938;South Africa;08/06/2019 02:54;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Biscuits"", ""Plain nuts""]";"[""I wanted a snack""]";"[""Meat"", ""Meat""]";Snack
1041;3144;1277288544;South Africa;03/04/2019 19:09;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Wraps/ tacos""]";"[""Easy to prepare"", ""Quick""]";"[""Nothing""]";Lunch
1042;3152;3399210857;South Africa;04/07/2019 02:49;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV"", ""Spending time with family""]";I prepared it together with friends / family;"[""Plain rice"", ""Pork""]";"[""Leftovers / to eat it up before it spoils"", ""Quick""]";"[""Rice / pasta / grains / pulses""]";Dinner
1043;3157;115178;South Africa;26/01/2019 17:54;At my home;"[""My spouse/partner"", ""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Plain nuts""]";"[""It's a healthy choice"", ""I wanted a snack""]";"[""Nothing""]";Snack
1044;3158;6287088774;South Africa;25/06/2019 16:23;At my home;"[""Alone""]";At my home;;"[""Listening to music""]";Someone else prepared it;"[""Custards/ sweet puddings""]";"[""I wanted something sweet""]";"[""Confectionery""]";Treat
1045;3171;5349421160;South Africa;29/05/2019 03:30;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Cereal""]";"[""Quick"", ""Convenient"", ""I like the taste""]";"[""Rice / pasta / grains / pulses"", ""Meat""]";Breakfast
1046;3189;5357855254;South Africa;30/05/2019 07:25;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Bread/ roll/ baguette"", ""Egg-based dish""]";"[""It's a healthy choice""]";"[""Rice / pasta / grains / pulses""]";Lunch
1047;3195;3290440218;South Africa;24/01/2019 17:35;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Listening to music""]";I prepared it myself from scratch;"[""Plain rice""]";"[""I had a craving""]";"[""Vegetables""]";Lunch
1048;3197;4231568187;South Africa;01/06/2019 06:39;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Cake""]";"[""I wanted something sweet""]";"[""Nothing""]";Breakfast
1049;3204;1089692854;South Africa;09/05/2019 11:30;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""On my phone"", ""Watching TV""]";It was premade / ready to eat;"[""Muffins/ cupcakes""]";"[""Quick"", ""I like the taste"", ""Leftovers / to eat it up before it spoils""]";"[""Cereals / porridge""]";Breakfast
1050;3206;6725136;South Africa;10/05/2019 17:25;At my home;"[""My spouse/partner""]";At my home;;"[""Talking to someone""]";Someone else prepared it;"[""Rice with meat and vegetables""]";"[""Someone prepared it for me""]";"[""Nothing""]";Lunch
1051;3207;3328481340;South Africa;11/05/2019 18:15;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Chicken"", ""Salad vegetables""]";"[""Convenient""]";"[""Meat""]";Lunch
1052;3209;6180280975;South Africa;06/06/2019 06:59;At my home;"[""Alone""]";At my home;;"[""Listening to music""]";I prepared it myself from scratch;"[""Instant noodles""]";"[""It's my favourite""]";"[""Nothing""]";Lunch
1053;3215;5256298376;South Africa;25/06/2019 15:54;At my home;"[""Alone""]";At my home;;"[""Reading""]";I prepared it together with friends / family;"[""Chicken""]";"[""Convenient"", ""I like the taste""]";"[""Nothing""]";Treat
1054;3222;5565687552;South Africa;02/06/2019 10:05;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Seeds""]";"[""I had a craving""]";"[""Meat""]";Snack
1055;3234;5807373000;South Africa;05/06/2019 23:26;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Sweet breads / buns""]";"[""It's my habit / routine""]";"[""Nothing""]";Breakfast
1056;3237;6242578440;South Africa;04/06/2019 00:13;At my home;"[""Alone""]";At my home;;"[""Relaxing / laying down""]";I prepared it myself from scratch;"[""Burger""]";"[""Easy to prepare""]";"[""Nothing""]";Breakfast
1057;3248;6242864908;South Africa;12/06/2019 12:24;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Citrus fruit""]";"[""It's refreshing""]";"[""Dairy""]";Snack
1058;3250;6153326230;South Africa;29/05/2019 01:13;At school / work;"[""Alone""]";At school / work;;"[""Reading""]";I prepared it myself from scratch;"[""Fried sweets (e.g. churros, donuts)""]";"[""It's a healthy choice""]";"[""Nothing""]";Breakfast
1059;3256;776139616;South Africa;19/07/2019 07:24;Other;"[""My spouse/partner""]";Other;Convenience Store / Small local supermarket;"[""Playing games""]";It was premade / ready to eat;"[""Biscuits""]";"[""I was hungry""]";"[""Potatoes""]";Snack
1060;3268;3454374;South Africa;28/05/2019 23:17;At my home;"[""Alone""]";At my home;;"[""Watching TV"", ""Browsing social media""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""I was hungry""]";"[""Meat substitute"", ""Rice / pasta / grains / pulses""]";Breakfast
1061;3270;5329312115;South Africa;03/06/2019 07:52;At my home;"[""Other family members""]";At my home;;"[""Browsing social media""]";I ordered take out from a restaurant / cafe;"[""Instant noodles"", ""Other salad""]";"[""I had a craving""]";"[""Rice / pasta / grains / pulses""]";Lunch
1062;3281;5301526248;South Africa;01/06/2019 15:20;At school / work;"[""Alone""]";At school / work;;"[""Working / studying""]";I prepared it myself from scratch;"[""Bread/ roll/ baguette""]";"[""I wanted something different""]";"[""Meat""]";Lunch
1063;3285;1346233264;South Africa;26/01/2019 15:09;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Cereal/ muesli bar""]";"[""I wanted a snack"", ""Convenient""]";"[""Nothing""]";Breakfast
1064;3306;5897328801;South Africa;28/05/2019 16:58;At my home;"[""Alone""]";At my home;Convenience Store / Small local supermarket;"[""Nothing""]";It was premade / ready to eat;"[""Potato crisps""]";"[""I wanted a snack""]";"[""Nothing""]";Snack
1065;3323;1475072886;South Africa;17/01/2019 02:51;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Savoury pie""]";"[""It was all I had""]";"[""Nothing""]";Dinner
1066;3346;5807373000;South Africa;06/06/2019 19:19;At my home;"[""Alone""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Chicken""]";"[""Easy to prepare""]";"[""Nothing""]";Dinner
1067;3347;2908668092;South Africa;01/02/2019 17:21;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV"", ""Playing games"", ""On my phone""]";It was premade / ready to eat;"[""Waffles""]";"[""I was hungry"", ""Quick""]";"[""Nothing""]";Breakfast
1068;3349;8426821195;South Africa;18/08/2019 13:39;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""Leftovers / to eat it up before it spoils""]";"[""Pizza""]";Dinner
1069;3371;6773208432;South Africa;18/07/2019 22:48;At my home;"[""My children""]";At my home;;"[""Reading"", ""Other""]";Someone else prepared it;"[""Seafood""]";"[""Other""]";"[""Cereals / porridge""]";Breakfast
1070;3384;6725136;South Africa;08/05/2019 22:48;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Meat-based pizza""]";"[""It was all I had""]";"[""Nothing""]";Lunch
1071;3407;884028105;South Africa;04/01/2019 19:22;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";It was premade / ready to eat;"[""Cereal/ muesli bar""]";"[""It's a healthy choice""]";"[""Potatoes""]";Snack
1072;3408;5751982588;South Africa;18/07/2019 01:48;At my home;"[""My spouse/partner""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV"", ""Relaxing / laying down""]";It was premade / ready to eat;"[""Ice cream""]";"[""I had a craving""]";"[""Nothing""]";Snack
1073;3409;8571114882;South Africa;23/09/2019 02:35;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing the internet""]";It was premade / ready to eat;"[""Ice cream""]";"[""I wanted to treat myself""]";"[""Nothing""]";Treat
1074;3417;6939020040;South Africa;04/07/2019 02:07;At my home;"[""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Biscuits""]";"[""Easy to prepare""]";"[""Nothing""]";Snack
1075;3422;3350144259;South Africa;01/02/2019 03:13;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Getting ready""]";It was premade / ready to eat;"[""Dip/ salsa""]";"[""It's a healthy choice""]";"[""Potatoes""]";Snack
1076;3428;1166954943;South Africa;30/05/2019 19:49;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Leftovers;"[""Soft cheese/ cheese spread"", ""Chicken""]";"[""Leftovers / to eat it up before it spoils"", ""I was hungry""]";"[""Nothing""]";Other
1077;3452;6005677496;South Africa;02/06/2019 17:23;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";Leftovers;"[""Cake""]";"[""It's what I wanted""]";"[""Nothing""]";Snack
1078;3463;114262;South Africa;05/06/2019 11:32;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Crackers/ wafers"", ""Chicken""]";"[""I was hungry""]";"[""Nothing""]";Dinner
1079;3474;6017805312;South Africa;04/06/2019 14:57;At my home;"[""Alone""]";At my home;Cafe / restaurant;"[""Checking emails""]";It was premade / ready to eat;"[""Sandwich/ bagel""]";"[""It looked good""]";"[""Other dishes""]";Dinner
1080;3482;6162829593;South Africa;02/06/2019 14:35;At my home;"[""Other family members""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Custards/ sweet puddings"", ""Plain rice""]";"[""I like the taste"", ""Cheap""]";"[""Rice / pasta / grains / pulses""]";Dinner
1081;3484;5321189570;South Africa;05/06/2019 06:03;Cafe / restaurant / bar / hotel;"[""Colleagues""]";Cafe / restaurant / bar / hotel;;"[""Talking to someone""]";Someone else prepared it;"[""Chicken"", ""Plain rice""]";"[""It looked good"", ""It's refreshing""]";"[""Meat""]";Lunch
1082;3532;1054958060;South Africa;28/05/2019 11:26;At my home;"[""Other family members""]";At my home;;"[""Nothing""]";I prepared it together with friends / family;"[""Noodles""]";"[""Preferred choice unavailable""]";"[""Fish / seafood""]";Dinner
1083;3566;7012709298;South Africa;03/07/2019 13:18;At my home;"[""My children""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Noodles""]";"[""I wanted something different""]";"[""Eggs""]";Breakfast
1084;3568;1056569895;South Africa;01/06/2019 15:52;At someone else's home;"[""Alone""]";At someone else's home;;"[""Watching TV""]";Someone else prepared it;"[""Other potatoes/ sweet potatoes""]";"[""I was hungry""]";"[""Rice / pasta / grains / pulses""]";Snack
1085;3575;6635761485;South Africa;25/08/2019 05:17;At my home;"[""Alone""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Plain noodles"", ""Vegetable curry""]";"[""It's what I wanted""]";"[""Other dishes""]";Lunch
1086;3583;848531008;South Africa;10/06/2019 05:18;At my home;"[""Other family members""]";At my home;;"[""Browsing social media""]";Someone else prepared it;"[""Other vegetable dish"", ""Tropical and exotic fruit"", ""Pork"", ""Plain rice""]";"[""Someone prepared it for me""]";"[""Rice / pasta / grains / pulses""]";Lunch
1087;3587;6920935584;South Africa;19/07/2019 04:12;At my home;"[""Alone""]";At my home;;"[""Other""]";I prepared it together with friends / family;"[""Bread/ roll/ baguette""]";"[""I was hungry""]";"[""Nothing""]";Breakfast
1088;3594;6367373980;South Africa;12/06/2019 18:08;At my home;"[""Alone""]";At my home;;"[""Cooking""]";I prepared it myself from scratch;"[""Other vegetable dish""]";"[""I was hungry""]";"[""Nothing""]";Dinner
1089;3595;7159361771;South Africa;11/07/2019 12:03;At my home;"[""Alone""]";At my home;Convenience Store / Small local supermarket;"[""Watching TV""]";It was premade / ready to eat;"[""Tropical and exotic fruit""]";"[""It's what I wanted""]";"[""Fruit""]";Snack
1090;3598;6837360630;South Africa;27/06/2019 12:54;At my home;"[""Alone""]";At my home;;"[""Browsing the internet""]";I prepared it together with friends / family;"[""Vegetable soup"", ""Beans""]";"[""Someone prepared it for me""]";"[""Nothing""]";Dinner
1091;3619;4135143688;South Africa;21/07/2019 12:11;At my home;"[""Alone""]";At my home;;"[""On my phone""]";I prepared it myself from scratch;"[""Other potatoes/ sweet potatoes""]";"[""Personal dietary requirement"", ""It's a healthy choice""]";"[""Fruit""]";Dinner
1092;3638;7258546390;South Africa;22/07/2019 01:02;Other;"[""Alone""]";Other;;"[""Browsing social media""]";Someone else prepared it;"[""Rice with vegetables"", ""Egg-based dish"", ""Crackers/ wafers""]";"[""I like the taste"", ""Cheap""]";"[""Rice / pasta / grains / pulses""]";Breakfast
1093;3650;695998170;South Africa;05/06/2019 07:27;At my home;"[""Alone""]";At my home;;"[""Browsing the internet""]";I prepared it myself from scratch;"[""Pork"", ""Chicken""]";"[""Convenient""]";"[""Other dishes""]";Lunch
1094;3673;5321189570;South Africa;25/06/2019 16:27;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Seeds""]";"[""I wanted a snack""]";"[""Other dishes""]";Snack
1095;3704;6715581530;South Africa;26/06/2019 15:39;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself using a meal starter;"[""Bread/ roll/ baguette"", ""Cake""]";"[""It's a healthy choice""]";"[""Nothing""]";Snack
1096;3711;5298835536;South Africa;04/06/2019 15:53;At my home;"[""Other family members""]";At my home;;"[""Watching TV"", ""Browsing social media"", ""Cooking""]";I prepared it myself from scratch;"[""Instant noodles""]";"[""I was hungry""]";"[""Meat""]";Treat
1097;3724;3896423366;South Africa;19/07/2019 14:47;On the go / outdoors;"[""Alone""]";On the go / outdoors;;"[""Relaxing / laying down""]";I ordered take out from a restaurant / cafe;"[""Plain rice""]";"[""I like the taste""]";Other dishes;Dinner
1098;3735;2826188736;South Africa;03/06/2019 18:59;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Pork"", ""Marrow and aubergine"", ""Toast""]";"[""It's my favourite""]";"[""Nothing""]";Dinner
1099;3744;3921836500;South Africa;01/06/2019 05:24;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Instant noodles""]";"[""Easy to prepare""]";"[""Sweet pastry / baked goods""]";Lunch
1100;3753;500237595;South Africa;05/05/2019 18:42;On the go / outdoors;"[""Other family members""]";On the go / outdoors;Supermarket / Hypermarket / Grocery Store ;"[""Other""]";It was premade / ready to eat;"[""Chocolate sweets/ snacks""]";"[""Other""]";"[""Fruit""]";Snack
1101;3754;1342919120;South Africa;30/05/2019 18:11;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Listening to music""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""Energy boost""]";"[""Savoury snacks""]";Snack
1102;3777;5752754667;South Africa;10/06/2019 11:22;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Chicken""]";"[""It's my favourite""]";"[""Meat""]";Dinner
1103;3783;36954134;South Africa;04/02/2019 09:19;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Getting ready""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""I wanted a snack""]";"[""Desserts""]";Snack
1104;3785;888255654;South Africa;25/06/2019 15:54;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it together with friends / family;"[""Cereal"", ""Fruit salad"", ""Salad vegetables"", ""Hard cheese""]";"[""It's what I wanted""]";"[""Potatoes""]";Snack
1105;3788;6880424445;South Africa;19/07/2019 19:25;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Tropical and exotic fruit""]";"[""It's a healthy choice""]";"[""Vegetables""]";Snack
1106;3816;6245225909;South Africa;12/06/2019 12:14;At my home;"[""Alone""]";At my home;;"[""Nothing"", ""Watching TV""]";I prepared it myself from scratch;"[""Plain nuts""]";"[""I like the taste""]";"[""Biscuits / cookies""]";Snack
1107;3879;5833455021;South Africa;15/08/2019 19:07;At school / work;"[""Alone""]";At school / work;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Biscuits""]";"[""Easy to prepare""]";"[""Rice / pasta / grains / pulses""]";Snack
1108;3884;3852894570;South Africa;07/06/2019 09:07;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Cheese pizza""]";"[""Other""]";"[""Biscuits / cookies""]";Lunch
1109;3886;6654017160;South Africa;14/08/2019 01:04;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Instant noodles""]";"[""No specific reason""]";"[""Nothing""]";Breakfast
1110;3904;5049941745;South Africa;23/08/2019 15:17;At my home;"[""My children""]";At my home;;"[""Watching TV""]";I prepared it together with friends / family;"[""Plain rice"", ""Other vegetable dish""]";"[""It's my habit / routine"", ""Cheap""]";"[""Rice / pasta / grains / pulses""]";Dinner
1111;3921;3417540;South Africa;14/08/2019 13:11;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Watching TV""]";I prepared it together with friends / family;"[""Plain rice"", ""White fish""]";"[""Cheap"", ""I like the taste""]";"[""Nothing""]";Dinner
1112;3950;2650094776;South Africa;01/02/2019 00:54;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Muffins/ cupcakes""]";"[""It was all I had""]";"[""Nothing""]";Snack
1113;3985;8439567585;South Africa;26/08/2019 16:58;At my home;"[""Other family members""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Plain rice""]";"[""It's a healthy choice""]";"[""Nothing""]";Dinner
1114;3994;4140250632;South Africa;01/06/2019 12:53;At my home;"[""Alone""]";At my home;;"[""Watching TV"", ""Browsing social media""]";I prepared it together with friends / family;"[""Crackers/ wafers"", ""Crackers/ wafers"", ""Biscuits"", ""Plain nuts""]";"[""I like the taste""]";"[""Vegetables""]";Snack
1115;4023;6770685606;South Africa;16/07/2019 19:55;On the go / outdoors;"[""Alone""]";On the go / outdoors;;"[""Listening to music""]";Someone else prepared it;"[""Croissants/ sweet pastry"", ""Dip/ salsa""]";"[""It's what I wanted""]";"[""Nothing""]";Snack
1116;4025;1244276256;South Africa;24/01/2019 21:08;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Potato crisps""]";"[""Convenient"", ""I like the taste""]";"[""Nothing""]";Snack
1117;4038;3729451649;South Africa;08/06/2019 11:56;At my home;"[""Colleagues""]";At my home;;"[""Nothing""]";Someone else prepared it;"[""Seafood""]";"[""I wanted to try something new""]";"[""Nothing""]";Dinner
1118;4057;5049941745;South Africa;01/06/2019 12:06;At school / work;"[""My spouse/partner"", ""My children""]";At school / work;;"[""Browsing social media""]";Someone else prepared it;"[""Noodles""]";"[""Easy to prepare""]";"[""Rice / pasta / grains / pulses""]";Dinner
1119;4065;1069473965;South Africa;11/06/2019 07:49;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";Leftovers;"[""Egg-based dish""]";"[""It was all I had""]";"[""Savoury snacks""]";Lunch
1120;4084;5403435666;South Africa;11/06/2019 11:24;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it together with friends / family;"[""Plain rice"", ""Noodles"", ""Meat alternative"", ""Tofu""]";"[""I like the taste""]";"[""Meat""]";Lunch
1121;4119;713118393;South Africa;27/03/2019 16:57;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Dried fruit""]";"[""I was hungry""]";"[""Breads""]";Snack
1122;4130;44560;South Africa;26/01/2019 19:50;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Household chores""]";It was premade / ready to eat;"[""Pork""]";"[""It's a healthy choice""]";"[""Nothing""]";Lunch
1123;4136;8528909316;South Africa;23/08/2019 12:14;At my home;"[""My children""]";At my home;;"[""Watching TV""]";I prepared it together with friends / family;"[""Plain rice"", ""Egg-based dish"", ""Crackers/ wafers""]";"[""It's my favourite"", ""It was all I had""]";"[""Nothing""]";Dinner
1124;4145;1236985270;South Africa;15/01/2019 14:57;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Getting ready""]";It was premade / ready to eat;"[""Biscuits""]";"[""It's my favourite"", ""I wanted to treat myself""]";"[""Carbonated soft drink""]";Breakfast
1125;4148;2826188736;South Africa;31/01/2019 23:19;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";I prepared it myself from scratch;"[""Apples and pears""]";"[""Personal dietary requirement""]";"[""Nothing""]";Snack
